path_to_goal_length,in_correct_lane,speed,acceleration,angle_in_lane,vehicle_in_front_dist,vehicle_in_front_speed,oncoming_vehicle_dist,goal_type,agent_id,possible_goal,true_goal,true_goal_type,frame_id,initial_frame_id,fraction_observed
79.18543326765163,False,10.69027,0.10642,0.012533948951110485,100.0,20.0,100.0,straight-on,0,1,2,turn-left,0,0,0.0
56.146673671905276,True,10.69027,0.10642,0.012533948951110485,100.0,20.0,100.0,turn-left,0,2,2,turn-left,0,0,0.0
74.82371509717159,False,10.69212,-0.97935,0.0347779111090758,100.0,20.0,100.0,straight-on,0,1,2,turn-left,10,0,0.1
51.78495550142522,True,10.69212,-0.97935,0.0347779111090758,100.0,20.0,100.0,turn-left,0,2,2,turn-left,10,0,0.1
70.65216719370687,False,9.99774,-2.01859,0.04132201806653335,100.0,20.0,100.0,straight-on,0,1,2,turn-left,20,0,0.2
47.61340759796051,True,9.99774,-2.01859,0.04132201806653335,100.0,20.0,100.0,turn-left,0,2,2,turn-left,20,0,0.2
66.84543234295417,False,9.0666,-2.26743,0.03585128795591486,100.0,20.0,100.0,straight-on,0,1,2,turn-left,30,0,0.3
43.8066727472078,True,9.0666,-2.26743,0.03585128795591486,100.0,20.0,100.0,turn-left,0,2,2,turn-left,30,0,0.3
63.40740759578755,False,8.14524,-2.03267,0.04848971596471929,100.0,20.0,100.0,straight-on,0,1,2,turn-left,40,0,0.4
40.368648000041176,True,8.14524,-2.03267,0.04848971596471929,100.0,20.0,100.0,turn-left,0,2,2,turn-left,40,0,0.4
67.20022367586903,False,7.41638,-1.48383,0.04866244263054176,100.0,20.0,100.0,straight-on,0,1,2,turn-left,50,0,0.5
37.28006839867594,True,7.41638,-1.48383,0.04866244263054176,100.0,20.0,100.0,turn-left,0,2,2,turn-left,50,0,0.5
64.34510101398509,False,6.93185,-1.0208899999999999,0.10273560654217939,100.0,20.0,100.0,straight-on,0,1,2,turn-left,60,0,0.6
34.42494573679199,True,6.93185,-1.0208899999999999,0.10273560654217939,100.0,20.0,100.0,turn-left,0,2,2,turn-left,60,0,0.6
61.7775773629347,False,6.61791,-0.55284,0.16988249479366369,100.0,20.0,100.0,straight-on,0,1,2,turn-left,70,0,0.7
31.857422085741604,True,6.61791,-0.55284,0.16988249479366369,100.0,20.0,100.0,turn-left,0,2,2,turn-left,70,0,0.7
52.17628833326457,False,6.53486,0.04482,0.28316585134746575,100.0,20.0,100.0,straight-on,0,1,2,turn-left,80,0,0.8
29.21916932796048,True,6.53486,0.04482,0.28316585134746575,100.0,20.0,100.0,turn-left,0,2,2,turn-left,80,0,0.8
49.75810953465615,False,6.73452,0.52123,0.4104290295253793,100.0,20.0,100.0,straight-on,0,1,2,turn-left,90,0,0.9
26.800990529352056,True,6.73452,0.52123,0.4104290295253793,100.0,20.0,100.0,turn-left,0,2,2,turn-left,90,0,0.9
48.321529957087364,False,7.01542,0.60818,0.5338721533048641,100.0,20.0,100.0,straight-on,0,1,2,turn-left,100,0,1.0
21.06173543748435,True,7.01542,0.60818,-0.5117861207782222,100.0,20.0,-0.774324003453,turn-left,0,2,2,turn-left,100,0,1.0
80.52561986104793,True,15.55674,2.3142400000000003,-0.0005149519144982406,100.0,20.0,100.0,straight-on,8,1,1,straight-on,70,70,0.0
63.3574089409087,False,15.55674,2.3142400000000003,-0.0005149519144982406,26.060063055752575,6.61791,100.0,turn-left,8,2,1,straight-on,70,70,0.0
77.33689872258229,True,16.14048,1.99195,-0.019135399384949903,100.0,20.0,100.0,straight-on,8,1,1,straight-on,75,70,0.1
60.16868780244307,False,16.14048,1.99195,-0.019135399384949903,24.228585610771837,6.54324,100.0,turn-left,8,2,1,straight-on,75,70,0.1
74.01102824505519,True,16.515639999999998,1.22272,0.012096501130157367,100.0,20.0,100.0,straight-on,8,1,1,straight-on,80,70,0.2
56.842817324915956,False,16.515639999999998,1.22272,0.012096501130157367,100.0,20.0,100.0,turn-left,8,2,1,straight-on,80,70,0.2
70.65738061051945,True,16.66292,0.4351,0.030343198939786764,100.0,20.0,100.0,straight-on,8,1,1,straight-on,85,70,0.3
53.48916969038022,False,16.66292,0.4351,0.030343198939786764,100.0,20.0,100.0,turn-left,8,2,1,straight-on,85,70,0.3
67.32856769865938,True,16.65256,-0.14536,0.014061837163315216,100.0,20.0,100.0,straight-on,8,1,1,straight-on,90,70,0.4
50.16035677852015,False,16.65256,-0.14536,0.014061837163315216,100.0,20.0,100.0,turn-left,8,2,1,straight-on,90,70,0.4
64.00338727428914,True,16.551820000000003,-0.49872,0.01905102583573226,100.0,20.0,100.0,straight-on,8,1,1,straight-on,95,70,0.5
46.835176354149915,False,16.551820000000003,-0.49872,0.01905102583573226,100.0,20.0,1.9297649441201856,turn-left,8,2,1,straight-on,95,70,0.5
60.71826980342258,True,16.40506,-0.66261,0.0034781372530299226,100.0,20.0,100.0,straight-on,8,1,1,straight-on,100,70,0.6
37.29112566018783,False,16.40506,-0.66261,0.0034781372530299226,100.0,20.0,-0.774324003453,turn-left,8,2,1,straight-on,100,70,0.6
57.45597472275225,True,16.2491,-0.6977800000000001,0.00031751138812696755,100.0,20.0,100.0,straight-on,8,1,1,straight-on,105,70,0.7
34.0288305795175,False,16.2491,-0.6977800000000001,0.00031751138812696755,100.0,20.0,3.2084173240524394,turn-left,8,2,1,straight-on,105,70,0.7
54.22571879799418,True,16.1018,-0.6520199999999999,-0.001906824791787165,100.0,20.0,100.0,straight-on,8,1,1,straight-on,110,70,0.8
31.26859979269009,False,16.1018,-0.6520199999999999,-0.001906824791787165,12.697699261476462,7.33846,100.0,turn-left,8,2,1,straight-on,110,70,0.8
51.021005671511965,True,15.98064,-0.59106,0.0076181559645061014,100.0,20.0,100.0,straight-on,8,1,1,straight-on,115,70,0.9
28.06388666620787,False,15.98064,-0.59106,0.0076181559645061014,12.076908747245717,7.6277800000000004,100.0,turn-left,8,2,1,straight-on,115,70,0.9
47.81817563291578,True,15.87033,-0.5632,0.03174892717525557,100.0,20.0,100.0,straight-on,8,1,1,straight-on,120,70,1.0
25.36441095178327,False,15.87033,-0.5632,0.0004990225856621455,12.011320533267778,7.91954,100.0,turn-left,8,2,1,straight-on,120,70,1.0
79.9808587942828,True,11.13238,1.8536599999999999,-0.03230940348434208,25.498987792541875,12.08485,100.0,straight-on,10,0,0,straight-on,206,206,0.0
87.71854607681306,True,11.13238,1.8536599999999999,-0.03230940348434208,25.498987792541875,12.08485,100.0,u-turn,10,1,0,straight-on,206,206,0.0
49.49424907915547,True,11.13238,1.8536599999999999,-0.03230940348434208,25.498987792541875,12.08485,5.045526089227433,turn-right,10,2,0,straight-on,206,206,0.0
75.77524979265351,True,11.85417,1.22504,-0.026282027203831326,25.57435265228428,11.87002,100.0,straight-on,10,0,0,straight-on,215,206,0.1
83.51293707518374,True,11.85417,1.22504,-0.026282027203831326,25.57435265228428,11.87002,100.0,u-turn,10,1,0,straight-on,215,206,0.1
45.288640077526175,True,11.85417,1.22504,-0.026282027203831326,25.57435265228428,11.87002,0.7660420405623176,turn-right,10,2,0,straight-on,215,206,0.1
71.43317513888641,True,12.1062,0.37569,-0.03139863443897806,25.48080460299871,11.78622,100.0,straight-on,10,0,0,straight-on,224,206,0.2
79.17086242141664,True,12.1062,0.37569,-0.03139863443897806,25.48080460299871,11.78622,100.0,u-turn,10,1,0,straight-on,224,206,0.2
40.946565423759075,True,12.1062,0.37569,-0.03139863443897806,100.0,20.0,-3.481434193388415,turn-right,10,2,0,straight-on,224,206,0.2
67.06390259374696,True,12.10972,-0.06422,-0.03537058010396432,25.34818256042235,11.70534,100.0,straight-on,10,0,0,straight-on,233,206,0.3
74.80158987627719,True,12.10972,-0.06422,-0.03537058010396432,25.34818256042235,11.70534,100.0,u-turn,10,1,0,straight-on,233,206,0.3
36.577292878619616,True,12.10972,-0.06422,-0.03537058010396432,100.0,20.0,17.632577307920688,turn-right,10,2,0,straight-on,233,206,0.3
62.726424477728294,True,12.05007,-0.19072999999999998,-0.03415918730010059,25.233270158265253,11.38567,100.0,straight-on,10,0,0,straight-on,242,206,0.4
70.46411176025853,True,12.05007,-0.19072999999999998,-0.03415918730010059,25.233270158265253,11.38567,100.0,u-turn,10,1,0,straight-on,242,206,0.4
32.23981476260096,True,12.05007,-0.19072999999999998,-0.03415918730010059,100.0,20.0,13.295099191902032,turn-right,10,2,0,straight-on,242,206,0.4
58.40200244601224,True,11.968,-0.30179,-0.0379235569317955,24.87816502096567,11.01609,100.0,straight-on,10,0,0,straight-on,251,206,0.5
66.13968972854248,True,11.968,-0.30179,-0.0379235569317955,100.0,20.0,100.0,u-turn,10,1,0,straight-on,251,206,0.5
27.915392730884907,True,11.968,-0.30179,-0.0379235569317955,100.0,20.0,8.970677160185978,turn-right,10,2,0,straight-on,251,206,0.5
54.113568993644705,True,11.84773,-0.39039,-0.025331645223123367,24.55291600155468,11.084610000000001,100.0,straight-on,10,0,0,straight-on,260,206,0.6
61.85125627617494,True,11.84773,-0.39039,-0.025331645223123367,100.0,20.0,100.0,u-turn,10,1,0,straight-on,260,206,0.6
23.626959278517365,True,11.84773,-0.39039,-0.025331645223123367,100.0,20.0,4.682243707818438,turn-right,10,2,0,straight-on,260,206,0.6
49.86535299682379,True,11.68598,-0.48523,-0.009842759266112111,24.32532153791394,11.22958,100.0,straight-on,10,0,0,straight-on,269,206,0.7
57.603040279354026,True,11.68598,-0.48523,-0.009842759266112111,100.0,20.0,100.0,u-turn,10,1,0,straight-on,269,206,0.7
19.61408769292517,True,11.68598,-0.48523,0.5249560812066367,100.0,20.0,0.43402771099752924,turn-right,10,2,0,straight-on,269,206,0.7
45.69186674489397,True,11.49789,-0.51053,-0.007913968500094182,24.222062365077424,11.23778,100.0,straight-on,10,0,0,straight-on,278,206,0.8
53.42955402742422,True,11.49789,-0.51053,-0.007913968500094182,100.0,20.0,100.0,u-turn,10,1,0,straight-on,278,206,0.8
41.586528995412465,True,11.31302,-0.49238000000000004,-0.01582695800498035,24.145335496969178,11.15462,100.0,straight-on,10,0,0,straight-on,287,206,0.9
49.32421627794271,True,11.31302,-0.49238000000000004,-0.01582695800498035,100.0,20.0,100.0,u-turn,10,1,0,straight-on,287,206,0.9
37.54399993946019,True,11.13667,-0.45313000000000003,-0.0022618317395894927,24.09304585998208,11.056989999999999,100.0,straight-on,10,0,0,straight-on,296,206,1.0
45.337717625066674,True,11.13667,-0.45313000000000003,-0.3582333932812749,100.0,20.0,100.0,u-turn,10,1,0,straight-on,296,206,1.0
80.08296688479857,True,12.6642,1.21506,-0.031862075597056005,100.0,20.0,100.0,straight-on,11,0,0,straight-on,747,747,0.0
